date,link,title
"Sat 16 Aug,Fri 15 Aug",/cas/4621356653.html,"I would like a blowjob, what would like in return? - m4w"
"Sat 16 Aug,Fri 15 Aug",/cas/4621341967.html,Looking for some NSA fun!! - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621327636.html,looking for trying something new - mw4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621340683.html,First Time - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4590106503.html,pervy women - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4571604915.html,Blo n go - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4619108078.html,In search of big boobies - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4619111954.html,looking to eat some good pussy ;) - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4619093388.html,Do you want to see someone else get your girl off? - m4mw
"Thu 14 Aug,Wed 13 Aug",/cas/4619108387.html,cookies ;-) - w4w
"Thu 14 Aug,Wed 13 Aug",/cas/4619107804.html,Looking for something specific... - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4619094626.html,Looking to spend some fun with a curvy girl! - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4583701848.html,Looking to suck a big cock - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601381536.html,looking for an older women - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601326868.html,Third Wanted - mw4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601311452.html,Tonight only. Can host. - m4mw
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601282097.html,Looking for tonight - m4ww
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601276574.html,Looking for tonight.  - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4590153657.html,FWB Friendship - w4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601213868.html,you name the game - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601152188.html,"offering bj tonight, fwb to? - m4m"
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4601028446.html,Always knew - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600751190.html,Married Ladies Only. - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600794127.html,"Me, you and your friend. - m4w"
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600728793.html,Please her while you watch..or join ;) - m4mw
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606465083.html,Need a blow job? - w4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606456678.html,Handsome guy for a Pretty Girl - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606280225.html,Last night in town - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606258565.html,looking for a place  - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612231417.html,sunday funday - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4564225182.html, Regular Sex Buddy - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4583197612.html,Affair wanted - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4616282434.html,birthday is in 2 weeks - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4616248933.html,looking for a good time - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4616198302.html,looking - t4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4616186073.html,Sucking - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4608378847.html,Anyone up for a hookup? - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4565438327.html,Wanting to give pleasure... - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609164164.html,Amateur porn. (18-25 & 40+) - m4ww
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609329579.html,looking for fun with a tranny or cd - m4t
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609293093.html,Cute chubby attached female looking for BIG lover - mw4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4565518716.html,get u off tonight - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609183461.html,mean cruel straight guys with huge cocks - m4mm
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609029867.html,Looking for buddies.  - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4609104260.html,Jock wanted - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4589925370.html,Looking for August - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621328074.html,looking to try something new - ww4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621311460.html,trying something new - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621290071.html,Be My Slut Saturday Morning
"Sat 16 Aug,Fri 15 Aug",/cas/4621250592.html,Looking for a bigger girl - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4576104326.html,NSA FUN IN THE SACK - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621261056.html,chip inn bark river - mw4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621258588.html,Call Me a Sucker - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621200631.html,suck and fuck - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621187552.html,still looking ;) - w4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621194326.html,looking for fun - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621188747.html,married couple looking for long term nsa fwb - mw4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621168979.html,bottom for top - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4599306003.html,Blo n go - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4621112263.html,Married male looking for nsa fun on the side - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621084802.html,Attractive guy for an attractive female - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4621049188.html,traveling camping hotel? - mw4mw
"Thu 14 Aug,Wed 13 Aug",/cas/4618931356.html,Are you pregnant? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4619057724.html,Looking for ongoing - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618983653.html,anyone need a blow and go thus weekend? - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618932460.html,donor - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618932982.html,Let's suck each others cocks today !! - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618923855.html,afternoon fuck buddy - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618903770.html,young cute and desperate. - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4611088023.html,swap head maybe anal VERY HORNY - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4596844997.html,Looking for a bear - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4611993952.html,Discrete Throatfucker wanted - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4583538604.html,Lets trade Naked Pics! - w4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600738346.html,Be my little slut...do what I say. - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600743331.html,Fifty Shades of Fun - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600715022.html,Wild and Rough! Will keep your secret ;) - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600774105.html,Let's see what's out there - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600725492.html,blo n go - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600705246.html,sunday morning fun - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600686070.html,7+ only come get your morning bj - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600586599.html,Make me your bitch - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4587602710.html,monday morning bj - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606088721.html,new to the area - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4606002730.html,looking for fuck buddy next week while in town - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605878360.html,Looking for a girl that dies house cleaning need once a week  - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605833178.html,Need a fwb to blow you weekly? - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605819904.html,looking for fun - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605617685.html,Oral fun! - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605606188.html,Horny - Discrete Fun - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605539896.html,"Casino Fun m4w, m4mw, m4m, m4t"
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605516268.html,"smooth thin, looking to blow you - m4m"
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605511732.html,Ready  - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605492785.html,oral fun - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605479914.html,It's 1:30 A.M. anyone up tonight that just wants a cock to suck on? - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605463229.html,Drinks - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605440173.html,Up for some fun? - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605414277.html,RT? - w4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605389659.html,Cum have fun - w4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605395131.html,casual hookup - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4581453615.html,Looking for a sexy CD to have some fun with - m4t
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4581092901.html,BJ wanted - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598823415.html,looking for couple - m4mw
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598689884.html,"1st timer on  cl, if it's yours, too respond - m4m"
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598553361.html,Weekend Traveller - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598424208.html,Looking for a girl that likes wearing high heels and sexy nitty - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598477252.html,looking for some fun  - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4573283277.html,seeking bikini pornstar weekend - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4594959328.html,Looking Today - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612207117.html,Late night skinny dip - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612229504.html,anyone need a 3rd? - m4mw
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612219098.html,Last two days here - w4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612180596.html,Any good cruising spots? - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4616090016.html,Hosting orgy this weekend  - mw4mm
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4591584260.html,Breakup sex - w4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4595464402.html,Are you a ginger? - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615837377.html,Looking for some fun... - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4584807603.html,Seeking sexy bbw/thick/ or pregnant girl looking for NSA fun! - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615741836.html,Black cock for cub - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615681866.html,Looking for a friend ;) - w4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608930820.html,masculine guys - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4598042514.html,Tonight only - mw4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608963471.html,Esky Bookstore Saturday - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4565110269.html,How may i please you - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4565114659.html,How many i please you? - m4mw
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4579492516.html,make me your bitch slave - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620972774.html,Just looking for some head - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4574329268.html,looking for now...give hj or b j - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4590186398.html,BIKERS WANTED - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620908601.html,looking - fwb - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4620899734.html,Esky on Saturday - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620844458.html,looking for tonight and this weekend - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620819839.html,Looking for some company -M4W or M4WM - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4620814748.html,"hj, bj?    into Older Men.  - m4m"
"Sat 16 Aug,Fri 15 Aug",/cas/4620811134.html,looking for: btm for bb dp - mm4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620804518.html,horny - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618588795.html,looking for big hard cock to please - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618578043.html,"No Games Just NSA m4w,m4m, or what ever - m4w"
"Thu 14 Aug,Wed 13 Aug",/cas/4618547583.html,Searching for a top - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618499543.html,Bi and looking for today - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618421312.html,horny - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618358209.html,25M/24F Seeking bi women in MQT for hot threesomes - mw4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618348302.html,Anyone wanna bang? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4575488269.html,bi play - m4mw
"Thu 14 Aug,Wed 13 Aug",/cas/4618316424.html,Wanna talk/trade pics or dtf? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4575200245.html,older guy looking to mentor young lady - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618295139.html,Looking for fun on my vacation - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618234305.html,Need it/ want it-- - m4ww
"Thu 14 Aug,Wed 13 Aug",/cas/4600912503.html,Blowjob - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618153574.html,Oral Fantasy - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618163283.html,Discreet cocksucker looking for fun - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618155313.html,tag team - w4mm
"Thu 14 Aug,Wed 13 Aug",/cas/4618137312.html,weekend fun - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618104175.html,Looking for Young guy to suck me off - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600512420.html,jack off to your wife's naked picture - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600491252.html,Looking for a spanking by an older man - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600480479.html,Help with your girl - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600478071.html,4 month drought.  - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600459245.html,selling a bunch of adult dvds!!!! - m4mw
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600427694.html,Very horny - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600413230.html,neglected housewife - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605259065.html,Threesome - mw4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4605208625.html,Just Looking - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4589308228.html,Looking for someone to share a room/bed with 8/24 - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4558061877.html,email buddy - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604866418.html,Bi curious female looking for tonight  - w4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604803725.html,In Brimley Friday - - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604768628.html,looking for 7+ tonight i host or come to you - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604573439.html,Looking for no strings fun - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4594195832.html,Jackoff - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4594195325.html,Hey there  - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4594107207.html,just want a handjob - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4594066675.html,"Looking for fun, and Bi-curious"
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4594047088.html,Looking to release some stress - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593939239.html,Fun - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593875385.html,Any place for some good head?
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593851591.html,thursday night bj anyone? - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593823119.html,A little fun - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593801671.html,Let's try this again - w4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4586917527.html,looking for a woman 50+ - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593750584.html,well hung male looking for nsa - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593729550.html,Need some pleasure - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593689907.html,Lookingfor discrret fun tonight! - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4558566711.html,attractive out of towner looking for a sexy woman to hang out  - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593605646.html,looking in iron river - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593576562.html,Nuru massage near NMU :) - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598356663.html,looking for younger dudes - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598283132.html,understall - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598250204.html,nicely hung man seeking busty woman - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589260297.html,esky tonight - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589300072.html,Looking to hang out and relax - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589282603.html,Munising NSA - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589245657.html,come on ladies - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589175276.html,big cock for iron river girl - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589094460.html,hookup near NMU :-P - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589004262.html,Thick or Chubby girl for NSA hookup - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589002647.html,Long relationship blues - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585266702.html,Looking for UP frot bud  - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585254959.html,Pow wow weekend - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585211539.html,looking for a squirter. - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585168693.html,stuck in a hotel - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585143850.html,looking to please a hard cock - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585096712.html,casino fun - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4585013022.html,Bi curious? Anonymous? Play?  - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584923218.html,Daddy looking for sub girl  - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584927062.html,Looking for a Female HJ queen - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584893759.html,fat sex - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4539720935.html,"Sexy man looking for fun!! m4w, m4mw........ m4fun!! - m4m"
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584824223.html,Horny - Discrete Fun - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584810652.html,Good looking for same... - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584770575.html,"Your cock, my mouth fun! - m4m"
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4575204801.html,Horny bottom can host - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4575098060.html,Looking for dick - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4566195018.html,teepee creepin - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4575060192.html,need cock sucked now! - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574942457.html,46 str8 guy looking new things - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574865460.html,Seeking a younger guy - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574879356.html,I'm looking to suck a thick hung straight cock now - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4581150530.html,cpl wants to share 7 inches or more  - mw4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4581139597.html,"Hit me up anytime, looking for 18+ aged ladies ;) - m4w"
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4581132800.html,Looking to suck dick tonight in ish  - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4581067181.html,Looking for something different - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4581042803.html,camping - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580965245.html,Summer fun.  - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580952832.html,sexting partner - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612171889.html,Looking for a nice ass to fuck - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612168978.html,Sunday Funday - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612155711.html,Need a girl to take nude pics of me (present for my girl friend) - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4607717529.html,M4M  dumpster needs filled
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4578285255.html," easygoing woman desired FWB for smiles, laughs  etc "
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612090463.html,Looking for on going thing - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612067989.html,still so hard and ready - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4571271575.html,naughty housewives - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4612033743.html,Couple looking to have fun while in town - mw4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611916557.html,Looking for bi guy  - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4599247852.html,help ya out - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615573145.html,casino fun - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4591595183.html,need discretion? - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615532602.html,Newberry - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4602455620.html,your wife and I - m4mw
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4600743036.html,Fun together - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4600744274.html,empty my balls - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4560153974.html,Looking for a REAL sub who can host - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4581327513.html,Little NSA play  - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608871635.html,Blueberry Ridge Tonight - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4595393220.html,bi women that wants a mans touch and friendship - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4620783962.html,looking for inshape FWB - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620665251.html,looking   to explore - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620742868.html,Three Way Fun - m4mw
